19260
0	176	0
1851	2631	177
3791	3939	958
7599	7839	1107
9066	10925	1348
0	77	0
19678	19813	78
27684	27858	214
28814	28943	389
32248	32316	519
34366	34484	588
37249	37332	707
37695	37835	791
40983	41105	932
47348	47626	1055
0	220	0
8091	8265	221
9221	9350	396
12655	12723	526
14773	14891	595
17656	17739	714
18102	18242	798
21390	21512	939
27755	28033	1062
0	135	0
8006	8180	136
9136	9265	311
12570	12638	441
14688	14806	510
21305	21427	629
27670	27948	752
0	1715	0
23509	23716	1716
47226	47433	1924
71988	72089	2132
189231	189299	2234
205683	205790	2303
281303	281460	2411
0	4358	0
13897	14125	4359
0	4355	0
14403	14553	4356
0	4358	0
14403	14553	4359
0	63	0
0	216	0
1731	1773	217
2885	2953	260
6551	6704	329
9475	9519	483
10164	10232	528
13425	13469	597
14120	14188	642
17332	17377	711
28709	29064	757
0	216	0
1731	1773	217
2885	2953	260
6551	6704	329
9475	9519	483
10164	10232	528
14120	14188	597
17332	17377	666
45762	47964	712
0	705	0
1726	2356	706
0	240	0
23235	23267	241
26418	26465	274
28474	28518	322
29169	29237	367
31440	31487	436
32127	32177	484
35073	35186	535
47013	47069	649
49592	50122	706
0	240	0
23235	23267	241
28474	28518	274
29169	29237	319
31440	31487	388
32127	32177	436
35073	35186	487
47013	47069	601
49592	50122	658
0	240	0
23235	23267	241
26418	26465	274
28474	28518	322
29169	29237	367
31440	31487	436
32127	32177	484
35073	35186	535
42170	42187	649
47016	47069	667
49592	50122	721
0	283	0
18498	18539	284
22664	22687	326
30014	30076	350
37592	37654	413
42483	42551	476
45258	45308	545
56133	56168	596
59284	59400	632
62312	64449	749
0	283	0
18498	18539	284
22664	22687	326
30014	30076	350
37592	37657	413
42483	42551	479
45258	45308	548
56133	56168	599
59284	59400	635
62312	64449	752
0	283	0
18498	18539	284
22664	22687	326
30014	30076	350
37592	37654	413
42483	42551	476
45258	45308	545
54649	54693	596
56133	56168	641
59284	59400	677
62312	64449	794
0	39	0
18254	18295	40
22420	22700	82
0	153	0
1239	1373	154
14176	14268	289
14391	14532	382
25158	25332	524
26171	26333	699
27676	27802	862
31021	31243	989
32700	32900	1212
46988	47092	1413
48378	48485	1518
52230	53998	1626
0	153	0
1239	1373	154
14391	14532	289
25158	25332	431
26171	26333	606
27676	27802	769
31021	31243	896
32700	32900	1119
46988	47092	1320
48378	48485	1425
52230	53998	1533
0	153	0
1239	1373	154
14391	14532	289
25158	25332	431
26171	26333	606
27676	27802	769
31021	31243	896
32700	32900	1119
46988	47092	1320
48381	48485	1425
52230	53998	1530
0	153	0
1239	1373	154
25158	25332	289
26171	26333	464
27676	27802	627
31021	31243	754
32700	32900	977
52230	53998	1178
0	153	0
1239	1373	154
14176	14268	289
14391	14532	382
25158	25332	524
26171	26333	699
27676	27802	862
31021	31243	989
32700	32900	1212
52230	53998	1413
0	3662	0
4751	4872	3663
5847	6009	3785
6689	6823	3948
11586	11722	4083
13834	14257	4220
16631	16753	4644
17933	18054	4767
21646	21795	4889
25262	25405	5039
0	558	0
2110	2231	559
3463	3625	681
8433	8567	844
11366	11502	979
14672	15095	1116
18511	18633	1540
20784	20905	1663
23642	23803	1785
24971	25256	1947
25746	25788	2233
29592	29821	2276
0	558	0
2110	2231	559
3463	3625	681
8433	8567	844
11366	11502	979
14672	15095	1116
18511	18633	1540
20784	20905	1663
23642	23803	1785
25746	25788	1947
29592	29821	1990
0	558	0
2110	2231	559
3463	3625	681
8433	8567	844
11366	11502	979
14672	15095	1116
18511	18633	1540
20784	20905	1663
25746	25788	1785
33517	33678	1828
0	91	0
3417	3538	92
6434	6559	214
8357	8780	340
11921	12057	764
17408	17542	901
20700	20862	1036
22634	22755	1199
26405	26772	1321
0	107	0
27839	27877	108
31792	31941	147
36314	36435	297
40657	40779	419
44009	44432	542
49262	49398	966
60853	60987	1103
63528	63690	1238
69894	70018	1401
71940	72495	1526
0	192	0
26602	26640	193
30555	30704	232
35077	35198	382
39420	39542	504
42772	43195	627
48025	48161	1051
59616	59750	1188
62291	62453	1323
68657	68781	1486
70703	71258	1611
0	73	0
1274	1312	74
5227	5376	113
9749	9870	263
14092	14214	385
17444	17867	508
22697	22833	932
34288	34422	1069
36963	37125	1204
43329	43453	1367
45375	45930	1492
0	98	0
477	552	99
12335	12833	175
0	3058	0
8537	9437	3059
11442	16409	3960
21452	21842	8928
22078	22207	9319
35080	35295	9449
37949	38077	9665
0	4602	0
7834	7982	4603
11472	11549	4752
16916	16973	4830
22076	22171	4888
37509	37628	4984
50806	51069	5104
70255	70423	5368
108745	109291	5537
0	51	0
7795	7999	52
8447	8703	257
0	243	0
907	965	244
1122	1168	303
10971	11857	350
25806	26359	1237
0	989	0
3022	3150	990
6308	6372	1119
0	3640	0
13051	13840	3641
19028	19213	4431
139254	139406	4617
260969	261745	4770
336854	337177	5547
0	3640	0
13051	13840	3641
19028	19213	4431
139254	139406	4617
260969	261745	4770
337663	337821	5547
0	3640	0
13051	13840	3641
19028	19213	4431
139254	139406	4617
260969	261745	4770
297457	297763	5547
338515	338856	5854
0	3640	0
13051	13840	3641
19028	19213	4431
139254	139406	4617
260969	261745	4770
338515	338856	5547
0	57	0
0	585	0
778	1025	586
1340	1500	834
0	1552	0
28300	28529	1553
56700	56918	1783
99133	99270	2002
0	1552	0
28300	28529	1553
56829	56918	1783
99133	99270	1873
0	1552	0
28300	28529	1553
56700	56918	1783
68046	68114	2002
99133	99270	2071
0	237	0
19634	19863	238
48034	48252	468
90467	90604	687
0	77	0
0	255	0
33765	33905	256
37811	37932	397
38035	38157	519
39918	40341	642
56520	56656	1066
85615	85752	1203
105908	106067	1341
114555	114676	1501
130457	135210	1623
0	72	0
796	1043	73
1236	1881	321
0	2054	0
3226	3378	2055
13265	13330	2208
22950	23085	2274
23241	23335	2410
27177	27369	2505
28523	28671	2698
0	2054	0
3226	3378	2055
13265	13330	2208
22950	23085	2274
23241	23335	2410
28923	28976	2505
0	2054	0
3226	3378	2055
13265	13330	2208
22950	23085	2274
23241	23335	2410
27177	27369	2505
28923	28976	2698
0	96	0
0	405	0
598	845	406
1163	1323	654
0	160	0
475	722	161
915	1680	409
0	4179	0
5445	5586	4180
6717	6937	4322
7897	8068	4543
10790	10884	4715
25078	25224	4810
39358	39502	4957
41625	41830	5102
56393	56522	5308
58920	59104	5438
68160	68382	5623
94734	94796	5846
170824	170871	5909
202956	203312	5957
0	376	0
484	583	377
2862	2960	477
4282	4624	576
5472	5586	919
7354	7385	1034
7563	7683	1066
8170	8298	1187
9285	9413	1316
10444	10541	1445
0	376	0
484	583	377
2862	2960	477
4282	4624	576
5472	5586	919
7354	7385	1034
7563	7683	1066
8170	8298	1187
9285	9413	1316
10515	10587	1445
0	1145	0
1252	1351	1146
3636	3734	1246
5075	5186	1345
6029	6128	1457
7898	7929	1557
8109	8229	1589
8727	8843	1710
9620	9895	1827
0	167	0
38485	38554	168
71605	71739	238
176978	177065	373
190920	191027	461
220748	220893	569
224722	224980	715
228284	228416	974
228818	228959	1107
229854	229917	1249
230027	230124	1313
234074	234134	1411
241698	241819	1472
245953	246027	1594
246338	246465	1669
248316	248481	1797
251607	251708	1963
252925	256445	2065
0	167	0
38485	38554	168
176978	177065	238
190920	191027	326
220748	220893	434
224722	224980	580
228284	228416	839
228818	228959	972
229854	229917	1114
230027	230124	1178
234074	234134	1276
241698	241819	1337
245953	246027	1459
246338	246465	1534
248316	248481	1662
251607	251708	1828
252925	256445	1930
0	167	0
38485	38554	168
176978	177065	238
190250	190394	326
190920	191027	471
220748	220893	579
224722	224980	725
228284	228416	984
228818	228959	1117
229854	229917	1259
230027	230124	1323
234074	234134	1421
241698	241819	1482
245953	246027	1604
246338	246465	1679
248316	248481	1807
251607	251708	1973
252925	256445	2075
0	286	0
36619	36688	287
175112	175199	357
188384	188528	445
189054	189161	590
218882	219027	698
222856	223114	844
226418	226550	1103
226952	227093	1236
227988	228051	1378
228161	228258	1442
232208	232268	1540
239832	239953	1601
244087	244161	1723
244472	244599	1798
246450	246615	1926
249741	249842	2092
251059	254579	2194
0	427	0
14072	14306	428
15925	16042	663
18152	18260	781
20631	20740	890
23161	23253	1000
33919	34013	1093
35304	35413	1188
40155	40552	1298
0	254	0
87196	87347	255
104521	104652	407
107902	110242	539
111734	111834	2880
145719	146414	2981
150678	151229	3677
152739	152910	4229
158185	158457	4401
160215	162985	4674
0	644	0
0	103	0
47690	47799	104
51532	51735	214
63044	63120	418
63970	64049	495
75016	75145	575
78377	78526	705
82751	82824	855
94023	94265	929
100663	100752	1172
101369	101934	1262
106864	106984	1828
108510	108584	1949
109269	109355	2024
110359	110551	2111
112233	112406	2304
112802	112953	2478
114201	114366	2630
118677	118841	2796
120878	120970	2961
122954	123181	3054
123658	123785	3282
125680	128723	3410
0	155	0
1344	1606	156
28077	28231	419
30570	30669	574
37966	38153	674
40994	41116	862
49413	49619	985
49751	49831	1192
51100	51645	1273
55522	55708	1819
56736	57134	2006
63716	63932	2405
76549	80714	2622
0	155	0
1344	1606	156
37966	38153	419
40994	41116	607
49413	49619	730
49751	49831	937
51100	51645	1018
55522	55708	1564
56736	57134	1751
63716	63932	2150
76549	80714	2367
0	4406	0
9560	9767	4407
14336	14497	4615
24387	24530	4777
29313	29440	4921
37170	37318	5049
50274	50381	5198
77782	77877	5306
121578	122293	5402
131474	131607	6118
0	4406	0
9560	9767	4407
14336	14497	4615
24387	24530	4777
29313	29440	4921
37170	37318	5049
50274	50381	5198
77782	77877	5306
121578	122293	5402
174980	175324	6118
0	4406	0
9560	9767	4407
14336	14497	4615
24387	24530	4777
29313	29440	4921
37170	37318	5049
50274	50381	5198
77782	77877	5306
121692	122293	5402
174980	175324	6004
0	4406	0
9560	9767	4407
14336	14497	4615
24387	24530	4777
29313	29440	4921
37170	37318	5049
50274	50381	5198
77782	77877	5306
121578	122293	5402
232155	232429	6118
0	4406	0
9560	9767	4407
14336	14497	4615
24387	24530	4777
29313	29440	4921
37170	37318	5049
50274	50381	5198
77782	77877	5306
121578	122293	5402
388244	388380	6118
0	575	0
5358	5485	576
13215	13363	704
26319	26426	853
32142	32294	961
53827	53922	1114
97623	98338	1210
0	575	0
5358	5485	576
13215	13363	704
26319	26426	853
53827	53922	961
97737	98338	1057
0	575	0
5358	5485	576
13215	13363	704
26319	26426	853
53827	53922	961
97623	98338	1057
0	1144	0
17751	17846	1145
61661	62262	1241
0	137	0
733	874	138
3549	3700	280
5981	6129	432
7215	7334	581
9621	9707	701
10326	11798	788
0	174	0
733	874	175
3549	3700	317
5981	6129	469
7215	7334	618
9621	9707	738
10326	11798	825
0	232	0
733	874	233
3549	3700	375
5981	6129	527
7215	7334	676
9621	9707	796
10326	11798	883
0	1987	0
4690	4770	1988
6437	6705	2069
18986	19083	2338
31962	32141	2436
40557	40705	2616
41759	41909	2765
44520	44575	2916
48693	48888	2972
51185	51441	3168
59382	59453	3425
117005	117164	3497
128143	128432	3657
0	1987	0
4690	4770	1988
6437	6705	2069
18986	19083	2338
31962	32141	2436
40557	40705	2616
41759	41909	2765
44520	44575	2916
48693	48888	2972
51185	51441	3168
59382	59453	3425
117005	117164	3497
290005	290242	3657
0	1987	0
4690	4770	1988
6437	6705	2069
18986	19083	2338
31962	32141	2436
40557	40705	2616
41759	41909	2765
44520	44575	2916
48693	48888	2972
51185	51441	3168
59382	59453	3425
117005	117164	3497
526698	528158	3657
0	1987	0
4690	4770	1988
6437	6705	2069
11087	11176	2338
18986	19083	2428
31962	32141	2526
40557	40705	2706
41759	41909	2855
44520	44575	3006
48693	48888	3062
51185	51441	3258
59382	59453	3515
117005	117164	3587
152840	152935	3747
526698	528158	3843
0	851	0
13132	13229	852
26108	26287	950
34703	34851	1130
35905	36055	1279
38666	38721	1430
42839	43034	1486
45331	45587	1682
53528	53599	1939
111151	111310	2011
520844	522304	2171
0	55	0
1364	1429	56
4823	4864	122
5135	5560	164
7194	7348	590
0	55	0
1364	1429	56
3366	3413	122
4690	4731	170
4823	4864	212
5135	5560	254
7194	7348	680
0	55	0
1364	1429	56
3366	3413	122
4823	4864	170
5135	5560	212
7194	7348	638
0	72	0
0	206	0
1634	1716	207
2244	2339	290
2678	2778	386
3341	3423	487
3971	4093	570
4678	4838	693
5621	5779	854
7308	9818	1013
0	206	0
1634	1716	207
2244	2339	290
2678	2778	386
3341	3423	487
3971	4093	570
4678	4838	693
5621	5779	854
7308	7570	1013
10414	10523	1276
13997	14096	1386
14462	14546	1486
16821	17594	1571
0	206	0
1634	1716	207
2244	2339	290
2678	2778	386
3971	4093	487
4678	4838	610
5621	5779	771
7308	7570	930
10414	10523	1193
13997	14096	1303
14462	14546	1403
16821	17594	1488
0	191	0
1211	1293	192
1821	1916	275
2255	2355	371
2918	3000	472
3548	3670	555
4255	4415	678
5198	5356	839
6885	7147	998
9991	10100	1261
13574	13673	1371
14039	14123	1471
16398	17171	1556
0	259	0
787	882	260
1221	1321	356
1884	1966	457
2514	2636	540
3221	3381	663
4164	4322	824
5851	6113	983
8957	9066	1246
12540	12639	1356
13005	13089	1456
15364	16137	1541
0	546	0
360214	360330	547
471255	471415	664
476313	476415	825
536397	536442	928
545017	545121	974
547631	547738	1079
551729	551860	1187
555869	555988	1319
563408	563544	1439
565893	566019	1576
568360	568449	1703
569003	569185	1793
571933	572071	1976
577603	578667	2115
579035	580324	3180
582063	586057	4470
0	264	0
7852	8035	265
17879	17977	449
18667	18791	548
28152	28325	673
29289	29448	847
31349	32872	1007
0	264	0
7852	8044	265
17879	17977	458
18667	18791	557
28152	28325	682
29289	29448	856
31349	32872	1016
0	40	0
398	498	41
18429	23278	142
0	1168	0
3373	3434	1169
5399	5516	1231
39401	39517	1349
40361	40483	1466
0	89	0
3686	3822	90
12424	16549	227
0	89	0
12424	16549	90
0	61	0
1139	1254	62
1670	2120	178
0	401	0
2799	2886	402
4191	4299	490
5141	5255	599
7301	7332	714
7511	7631	746
8112	8240	867
8923	9181	996
0	90	0
204	270	91
378	436	158
1050	1061	217
1181	1206	229
1409	1479	255
1583	1995	326
2110	2219	739
2375	2429	849
2617	2688	904
3837	3961	976
4346	4415	1101
4873	4959	1171
5910	6050	1258
8136	8184	1399
8356	8841	1448
8967	9281	1934
0	1750	0
0	71	0
241	304	72
418	456	136
1138	1219	175
2654	2707	257
4685	4858	311
6490	6584	485
0	360	0
19981	20093	361
25261	25353	474
30400	30519	567
33742	33861	687
36804	36938	807
38749	38871	942
48155	48478	1065
49588	49668	1389
54249	54350	1470
57436	57701	1572
63410	64000	1838
0	360	0
19981	20093	361
25261	25353	474
30400	30519	567
33742	33861	687
36804	36938	807
38749	38871	942
48155	48478	1065
49588	49668	1389
54246	54350	1470
57436	57701	1575
63410	64000	1841
0	54	0
0	82	0
2183	2267	83
9395	12302	168
0	82	0
2183	2267	83
6546	6662	168
7925	8016	285
9395	12302	377
0	121	0
2098	2182	122
6461	6577	207
9310	12217	324
0	167	0
14693	14781	168
19600	20705	257
0	167	0
19600	20705	168
0	2263	0
3762	3845	2264
4290	4436	2348
7629	7740	2495
21802	21943	2607
22283	22393	2749
0	2263	0
3762	3845	2264
4290	4436	2348
7629	7740	2495
21808	21943	2607
22283	22393	2743
0	2263	0
3762	3845	2264
4290	4436	2348
7629	7740	2495
22283	22393	2607
0	370	0
535	633	371
1765	1965	470
4133	4201	671
4289	4319	740
9702	9806	771
11606	11742	876
12067	12240	1013
14714	14820	1187
16536	16655	1294
18655	18728	1414
20438	20529	1488
21865	22054	1580
22947	23077	1770
23624	23735	1901
25402	26007	2013
26372	26498	2619
27631	27731	2746
29032	29142	2847
32414	32571	2958
33341	33511	3116
34005	34072	3287
34353	34648	3355
0	2087	0
5295	5360	2088
6409	6482	2154
8875	9046	2228
12422	12578	2400
14679	14865	2557
36707	36826	2744
45901	46252	2864
0	648	0
2262	2327	649
3376	3449	715
5842	6013	789
9389	9545	961
11646	11832	1118
33674	33793	1305
42868	43219	1425
0	648	0
2262	2327	649
3376	3449	715
5842	6013	789
9389	9545	961
11646	11832	1118
42868	43219	1305
0	648	0
2262	2327	649
3376	3449	715
5842	6013	789
9389	9545	961
11646	11832	1118
164531	164736	1305
0	2443	0
13352	13808	2444
14738	14785	2901
19326	19495	2949
23051	23190	3119
0	2443	0
13352	13808	2444
14738	14785	2901
23051	23190	2949
0	2443	0
13352	13808	2444
14738	14785	2901
19414	19495	2949
23051	23190	3031
0	1158	0
0	827	0
2941	3074	828
45194	45261	962
51885	52108	1030
75017	75099	1254
77833	77970	1337
79693	79907	1475
161412	161561	1690
200909	202513	1840
0	827	0
2941	3074	828
45035	45102	962
51885	52108	1030
75017	75099	1254
77833	77970	1337
79693	79907	1475
161412	161561	1690
200909	202513	1840
0	221	0
650	827	222
2941	3074	400
45035	45102	534
51885	52108	602
75017	75099	826
77833	77970	909
79693	79907	1047
161412	161561	1262
200909	202513	1412
0	221	0
650	827	222
1674	1880	400
2941	3074	607
45075	45102	741
51885	52108	769
75017	75099	993
77833	77970	1076
79693	79907	1214
161412	161561	1429
200909	202513	1579
0	574	0
1096	1333	575
1449	1879	813
7098	7267	1244
9632	9760	1414
14455	14547	1543
15775	15927	1636
21153	22173	1789
25516	25636	2810
29579	29655	2931
0	574	0
1096	1333	575
1449	1879	813
7098	7267	1244
9632	9760	1414
14455	14547	1543
15775	15927	1636
21153	22173	1789
29579	29655	2810
0	132	0
284	353	133
19318	19473	203
21903	21989	359
23679	23833	446
27170	27230	601
29561	29599	662
35455	35579	701
37832	38008	826
38844	38956	1003
41098	41194	1116
42263	42359	1213
42792	42921	1310
45275	45377	1440
46267	47932	1543
0	166	0
7432	7587	167
10017	10103	323
11793	11947	410
15284	15344	565
17675	17713	626
23569	23693	665
25946	26122	790
26958	27070	967
29212	29308	1080
30377	30473	1177
30906	31035	1274
33389	33491	1404
34381	36046	1507
0	643	0
4757	4948	644
6443	6577	836
8267	8417	971
10750	10857	1122
14879	14958	1230
25794	26184	1310
0	643	0
4696	4948	644
6443	6577	897
8267	8417	1032
10750	10857	1183
14879	14958	1291
25794	26184	1371
0	643	0
4696	4948	644
6443	6547	897
8267	8417	1002
10750	10857	1153
14879	14958	1261
25794	26184	1341
0	643	0
4696	4948	644
6443	6577	897
8267	8417	1032
10750	10857	1183
14879	14958	1291
25794	26022	1371
26132	26480	1600
0	1920	0
6172	6363	1921
7795	7929	2113
11461	11611	2248
15865	15972	2399
21019	21098	2507
32660	32850	2587
0	1920	0
6172	6363	1921
7795	7929	2113
11461	11611	2248
15865	15972	2399
21019	21098	2507
33716	33915	2587
0	1920	0
6172	6363	1921
7795	7929	2113
11461	11611	2248
15865	15921	2399
21019	21098	2456
33716	33915	2536
0	2321	0
5214	5420	2322
5569	5701	2529
6463	6595	2662
16050	16103	2795
0	2321	0
5214	5420	2322
5569	5701	2529
6463	6595	2662
11765	12541	2795
16050	16103	3572
0	2321	0
5214	5420	2322
5569	5701	2529
6463	6595	2662
12423	12541	2795
16050	16103	2914
0	2321	0
5214	5420	2322
5569	5701	2529
6463	6595	2662
12139	12541	2795
16050	16103	3198
0	668	0
1573	1768	669
7477	7577	865
9559	9707	966
12412	12602	1115
17518	17728	1306
38266	38822	1517
0	668	0
1573	1768	669
7477	7577	865
9559	9707	966
12412	12602	1115
17518	17728	1306
44594	44660	1517
51858	51940	1584
61539	61791	1667
61915	61959	1920
80315	80399	1965
110257	110463	2050
114066	114149	2257
134138	134230	2341
145571	145718	2434
0	315	0
5384	5450	316
12648	12730	383
22705	22749	466
41105	41189	511
71047	71253	596
74856	74939	803
94928	95020	887
106361	106508	980
108355	108787	1128
0	315	0
5384	5450	316
12648	12730	383
22705	22749	466
41105	41189	511
71047	71253	596
74856	74939	803
94928	95020	887
106361	106508	980
108389	108787	1128
0	163	0
7568	7714	164
8552	8656	311
10660	10741	416
15335	15454	498
17152	17216	618
21569	21810	683
24511	24588	925
25265	25318	1003
29196	29250	1057
30551	30630	1112
33435	33562	1192
35576	35650	1320
36357	36528	1395
41205	41421	1567
42294	42358	1784
46026	46144	1849
49063	49220	1968
55296	55752	2126
0	101	0
1037	1183	102
2021	2125	249
4129	4210	354
8804	8923	436
10621	10685	556
15038	15279	621
17980	18057	863
18734	18787	941
22665	22719	995
24020	24099	1050
26904	27031	1130
29045	29119	1258
29826	29997	1333
34674	34890	1505
35763	35827	1722
39495	39613	1787
42532	42689	1906
48765	49221	2064
0	980	0
2991	3185	981
5220	5336	1176
6693	6793	1293
9262	9320	1394
10591	10763	1453
11168	11290	1626
12334	12432	1749
14633	14777	1848
17056	17282	1993
20188	20357	2220
24442	24539	2390
26720	26825	2488
28311	28423	2594
30680	30823	2707
31196	31289	2851
33812	33970	2945
39693	39981	3104
40923	41036	3393
0	100	0
18131	18603	101
0	811	0
12246	12440	812
17600	17713	1007
31700	31785	1121
37021	37079	1207
37402	37715	1266
0	40	0
774	862	41
13745	13942	130
18047	18142	328
27866	28435	424
0	63	0
11682	11876	64
26289	26486	259
34207	34325	457
36013	36108	576
36957	37019	672
38425	38580	735
44196	49336	891
0	1873	0
0	85	0
483	562	86
9421	9502	166
13237	13345	248
13660	13746	357
17782	17820	444
18749	18867	483
25226	25439	602
28136	28191	816
29756	29865	872
32280	32808	982
0	1566	0
2386	2394	1567
19573	19710	1576
20097	20205	1714
26540	26718	1823
28882	29208	2002
0	1566	0
19573	19710	1567
20097	20205	1705
26540	26718	1814
28882	29208	1993
0	1065	0
27004	27355	1066
28955	30217	1418
0	302	0
2853	3912	303
0	1776	0
2753	2863	1777
21542	21686	1888
29151	29247	2033
32278	32333	2130
51148	51244	2186
79515	79558	2283
79663	79725	2327
82581	82675	2390
90363	90451	2485
95095	95227	2574
101451	101602	2707
103541	103621	2859
105142	105225	2940
105372	105488	3024
110237	110337	3141
110924	111094	3242
114738	114942	3413
123514	124218	3618
0	1776	0
2753	2863	1777
21542	21686	1888
29151	29247	2033
32278	32333	2130
51148	51244	2186
79515	79558	2283
79663	79725	2327
82581	82675	2390
90363	90451	2485
95095	95227	2574
101451	101602	2707
103541	103621	2859
105142	105225	2940
105372	105488	3024
110237	110337	3141
110924	111094	3242
114738	114942	3413
124336	124679	3618
0	1776	0
2753	2863	1777
21542	21686	1888
29151	29247	2033
32278	32333	2130
51148	51244	2186
79515	79558	2283
79663	79725	2327
82581	82675	2390
90363	90451	2485
95095	95227	2574
101451	101602	2707
103541	103621	2859
105142	105225	2940
105372	105488	3024
110237	110337	3141
110924	111094	3242
114738	114942	3413
124723	124980	3618
0	73	0
0	45	0
841	983	46
4247	4510	189
0	315	0
15643	15761	316
16582	16648	435
22132	22205	502
24117	24256	576
35361	35509	716
37079	37137	865
37578	37725	924
40648	43100	1072
0	315	0
15681	15761	316
16582	16648	397
22132	22205	464
24117	24256	538
35361	35509	678
37079	37137	827
37578	37725	886
40648	43100	1034
0	157	0
32142	32445	158
33732	33823	462
41662	41832	554
43144	43338	725
46191	46310	920
47851	47925	1040
51161	51253	1115
53389	53484	1208
54996	58087	1304
0	157	0
41662	41832	158
43144	43338	329
46191	46310	524
47851	47925	644
51161	51253	719
53389	53484	812
54996	58087	908
0	451	0
1176	1286	452
4592	4649	563
7394	7470	621
7899	7976	698
8097	8223	776
9030	9190	903
12942	13057	1064
