chrX	11169685	11178099	-	16,20,27,155,156
chrX	11178249	11179301	-	16,20,27,155,156
chrX	11179453	11182062	-	16,20,27,155,156
chrX	11182119	11186235	-	16,20,27,155,156
chrX	11186432	11188727	-	16,20,27,155,156
chrX	11188985	11196924	-	16,20,27,155,156
chrX	11196997	11254547	-	16,20,27,155,156
chrX	11254708	11265685	-	155
chrX	11254708	11290382	-	27
chrX	11254708	11427547	-	156
chrX	11254708	11664240	-	16,20
chrX	11290479	11664240	-	27
chrX	11293469	11294776	+	703,704,705
chrX	11294843	11296778	+	704,705
chrX	11294843	11298235	+	703
chrX	11296827	11298102	+	704
chrX	11296827	11298235	+	705
chrX	11298145	11298235	+	704
chrX	11298278	11298547	+	703,704,705
chrX	11298974	11300606	+	703,704,705
chrX	11758366	11759792	+	706,707,708
chrX	11758774	11759792	+	709
chrX	11759876	11760402	+	706,707,708,709,710
chrX	11760499	11760836	+	706,707,708,709,710
chrX	11760938	11761499	+	706,707,709,710
chrX	11760938	11762129	+	708
chrX	11761583	11762129	+	706,707,709,710
chrX	11762253	11762836	+	706,707,708,709,710
chrX	11762998	11763779	+	706,707,708,709,710
chrX	11763939	11765466	+	706,707,708,709,710
chrX	11765730	11768572	+	706,708,709,710
chrX	11768683	11772155	+	706,708,709,710
chrX	11772256	11772620	+	706,708,709,710
chrX	11772706	11774979	+	706,708,709,710
chrX	12139013	12498679	+	25
chrX	12498797	12609720	+	25
chrX	12609882	12614778	+	25
chrX	12614882	12674862	+	25
chrX	12674909	12683482	+	25
chrX	12683588	12686096	+	25
chrX	12686205	12690194	+	25
chrX	12690327	12694334	+	25
chrX	12694455	12701873	+	25
chrX	12702011	12704358	+	25
chrX	12704486	12706825	+	25
chrX	12706916	12707468	+	25
chrX	12707652	12710398	+	25
chrX	12710538	12716068	+	25
chrX	12717134	12717500	+	25
chrX	12718791	12720528	+	25
chrX	12791620	12799206	+	711,712
chrX	12799391	12809233	+	711
chrX	12799400	12809233	+	712
chrX	12809333	12810021	+	711,712
chrX	12810147	12819506	+	711,712
chrX	12819681	12820643	+	711,712
chrX	12820804	12822703	+	711,712
chrX	12867124	12867480	+	714
chrX	12867582	12885511	+	714
chrX	12903986	12906189	-	716
chrX	12906252	12908215	-	716
chrX	12906710	12910305	+	713
chrX	12906710	12919043	+	715
chrX	12908334	12942217	-	716
chrX	12910443	12919043	+	713
chrX	12942335	12943177	-	716
chrX	12975169	12976245	+	157
chrX	12976362	12976776	+	157
chrX	13036019	13038415	-	717
chrX	13038504	13039807	-	717
chrX	13039917	13040757	-	717
chrX	13040873	13042917	-	717
chrX	13042950	13043127	-	717
chrX	13043249	13043728	-	717
chrX	13043858	13044539	-	717
chrX	13310743	13310855	+	719
chrX	13310923	13311029	+	719
chrX	13311089	13311701	+	719
chrX	13311714	13311832	+	719
chrX	13311859	13312060	+	719
chrX	13312132	13312234	+	719
chrX	13312648	13312761	+	719
chrX	13312872	13313026	+	719
chrX	13313082	13313268	+	719
chrX	13313341	13314488	+	719
chrX	13314614	13314997	+	719
chrX	13315068	13315524	+	719
chrX	13315612	13316561	+	719
chrX	13316703	13318787	+	719
chrX	13318837	13319007	+	719
chrX	13319494	13319618	+	719
chrX	13335313	13335481	+	718
chrX	13335546	13335658	+	718
chrX	13335698	13336378	+	718
chrX	13336461	13337894	+	718
chrX	13337949	13339925	+	718
chrX	13340100	13341730	+	718
chrX	13569936	13589555	+	26,30
chrX	13589669	13594835	+	26,30
chrX	13594929	13599974	+	26,30
chrX	13600095	13603316	+	26,30
chrX	13603437	13606378	+	26,30
chrX	13606514	13608323	+	26,30
chrX	13608447	13617729	+	26,30
chrX	13618054	13619162	+	26,30
chrX	13619244	13623820	+	30
chrX	13619244	13623823	+	26
chrX	13623926	13627010	+	26,30
chrX	13627277	13632984	+	26,30
chrX	13653189	13655288	+	728,729
chrX	13653313	13655288	+	727
chrX	13655374	13659651	+	727,729
chrX	13655374	13662500	+	728
chrX	13659769	13661030	+	729
chrX	13659769	13662500	+	727
chrX	13661123	13662500	+	729
chrX	13689289	13703813	+	722
chrX	13689289	13708720	+	725
chrX	13703903	13708720	+	722
chrX	13714506	13716003	-	723,724,726
chrX	13716088	13716531	-	723,724,726
chrX	13716679	13719870	-	723,724,726
chrX	13719983	13734043	-	723
chrX	13719983	13734049	-	724
chrX	13719983	13734524	-	726
chrX	13734186	13734524	-	723,724
chrX	13735084	13735247	+	158
chrX	13735347	13736477	+	158
chrX	13736679	13738845	+	158
chrX	13738915	13739001	+	158
chrX	13739033	13744414	+	158
chrX	13744520	13746318	+	158
chrX	13746456	13746779	+	158
chrX	13746954	13749426	+	158
chrX	13749534	13751248	+	158
chrX	13751369	13753367	+	158
chrX	13753442	13755150	+	158
chrX	13755243	13756577	+	158
chrX	13756768	13757659	+	158
chrX	13757791	13758336	+	158
chrX	13758449	13760114	+	158
chrX	13760721	13761084	+	158
chrX	13761212	13762343	+	158
chrX	13762445	13763744	+	158
chrX	13763856	13767126	+	158
chrX	13767285	13768053	+	158
chrX	13768225	13768717	+	158
chrX	13768786	13769065	+	158
chrX	13773031	13776237	-	732
chrX	13774625	13776237	-	160,730,731
chrX	13776304	13777351	-	160,730,731,732
chrX	13777426	13779817	-	160,730,731,732
chrX	13779990	13783364	-	160,730,731,732
chrX	13783522	13785621	-	160,730,731,732
chrX	13785809	13807649	-	730,732
chrX	13785809	13816843	-	731
chrX	13785809	13938506	-	160
chrX	13807770	13816843	-	730,732
chrX	14009170	14020077	-	159,161,162
chrX	14020535	14021463	-	159,161,162
chrX	14021512	14026051	-	159
chrX	14021512	14026139	-	162
chrX	14021512	14029776	-	161
chrX	14026222	14029776	-	159,162
chrX	14529520	14529947	+	29,33
chrX	14530126	14530971	+	33
chrX	14530126	14532238	+	19,28,29
chrX	14531179	14532238	+	33
chrX	14532373	14574332	+	28,29
chrX	14532373	14574372	+	33
chrX	14532373	14574491	+	19
chrX	14574401	14581182	+	28,29,33
chrX	14574560	14581182	+	19
chrX	14581407	14604314	+	19,28,29,33
chrX	14604398	14607130	+	19,28,29,33
chrX	14607269	14608990	+	19,28,29,33
chrX	14609206	14690709	+	19,28,29,33
chrX	14690860	14730206	+	19,28,29,33
chrX	14843982	14844502	-	736,737
chrX	14844741	14844855	-	736,737
chrX	14845287	14850504	-	736,737
chrX	14850675	14853038	-	736,737
chrX	14853168	14857861	-	736,737
chrX	14857955	14859181	-	736,737
chrX	14859335	14864559	-	736,737
chrX	14865581	14868922	-	736
chrX	14865581	14872985	-	737
chrX	14869044	14872985	-	736
chrX	14873538	14873688	+	735
chrX	14873759	14892722	+	735
chrX	14885458	14892722	+	734
chrX	14892879	14895307	+	734,735
chrX	14895395	14897083	+	734,735
chrX	14897239	14900574	+	734,735
chrX	14900636	14902965	+	734,735
chrX	14903005	14908859	+	734,735
chrX	14908985	14911236	+	734,735
chrX	14911414	14912248	+	734,735
chrX	14912362	14914502	+	734,735
chrX	14914600	14915667	+	734,735
chrX	14915765	14916196	+	734,735
chrX	14916327	14918679	+	734,735
chrX	14918783	14919671	+	734,735
chrX	15244631	15248682	-	741,742,743
chrX	15244631	15248743	-	738
chrX	15248936	15250429	-	738,741,742,743
chrX	15250535	15252253	-	743
chrX	15250565	15252253	-	738,741,742
chrX	15252405	15254736	-	738,741,742,743
chrX	15254845	15258865	-	738,741,742,743
chrX	15258946	15269780	-	738,741,742,743
chrX	15270010	15270118	-	742
chrX	15283630	15287880	-	739,740,744
chrX	15288073	15289503	-	739,740,744
chrX	15289639	15293169	-	739,740,744
chrX	15293321	15297573	-	739,740,744
chrX	15297631	15302727	-	740
chrX	15297682	15302727	-	739,744
chrX	15302808	15314368	-	744
chrX	15302808	15315424	-	739,740
chrX	15321773	15324664	-	163,164,169,170
chrX	15324872	15325019	-	163,164,169,170
chrX	15325153	15325913	-	163,164,169,170
chrX	15326047	15331215	-	164
chrX	15326047	15331589	-	170
chrX	15326047	15331873	-	169
chrX	15326047	15335500	-	163
chrX	15331993	15335500	-	164,169,170
chrX	15346260	15347163	-	168,745
chrX	15347360	15353067	-	168,745
chrX	15353169	15355149	-	168,745
chrX	15355299	15358002	-	168,745
chrX	15358194	15363108	-	168,745
chrX	15363320	15383856	-	745
chrX	15363320	15390184	-	168
chrX	15385117	15390184	-	166,167
chrX	15390252	15397448	-	166,167,168
chrX	15397532	15407129	-	168
chrX	15397532	15407505	-	166,167
chrX	15407383	15407505	-	168
chrX	15407551	15425905	-	166,167,168
chrX	15425991	15455847	-	166,167,168
chrX	15456055	15459656	-	166,167,168
chrX	15459741	15479728	-	166,167,168
chrX	15479822	15491161	-	166,167,168
chrX	15491310	15493155	-	166
chrX	15491310	15493189	-	167
chrX	15500941	15508344	+	747
chrX	15507410	15508344	+	746
chrX	15508492	15509328	+	746,747
chrX	15509434	15511436	+	746,747
chrX	15511519	15516111	+	746,747
chrX	15516232	15517928	+	746,747
chrX	15517994	15522345	+	746,747
chrX	15522588	15525287	+	746,747
chrX	15525366	15526041	+	746,747
chrX	15526096	15529972	+	746,747
chrX	15530028	15531327	+	746,747
chrX	15531408	15534211	+	746,747
chrX	15534340	15536352	+	746,747
chrX	15536428	15537133	+	746,747
chrX	15537306	15541981	+	746,747
chrX	15542199	15543070	+	746,747
chrX	15543136	15546802	+	746,747
chrX	15546922	15549839	+	746,747
chrX	15549998	15556072	+	746,747
chrX	15562014	15564023	-	165
chrX	15564219	15566252	-	165
chrX	15566370	15567725	-	165
chrX	15567827	15570294	-	165
chrX	15570354	15571623	-	165
chrX	15571797	15572200	-	165
chrX	15572324	15573366	-	165
chrX	15573466	15575665	-	165
chrX	15575811	15578088	-	165
chrX	15578316	15581220	-	165
chrX	15581391	15585474	-	165
chrX	15585573	15587752	-	165
chrX	15587859	15589343	-	165
chrX	15589457	15591712	-	165
chrX	15591857	15592228	-	165
chrX	15592323	15594844	-	165
chrX	15595004	15600725	-	165
chrX	15601015	15601955	-	165
chrX	15602982	15621011	+	750
chrX	15628128	15639561	-	748
chrX	15639757	15644915	-	748
chrX	15645030	15659015	-	748
chrX	15659102	15664336	-	748
chrX	15664396	15664717	-	748
chrX	15674957	15675689	+	749
chrX	15675779	15688660	+	749
chrX	15688859	15692962	+	749
chrX	15693059	15702781	+	749
chrX	15738353	15749970	+	755
chrX	15750166	15764577	+	755
chrX	15764776	15772495	+	755
chrX	15772615	15774301	+	755
chrX	15774398	15775245	+	755
chrX	15775309	15776713	+	755
chrX	15776870	15782484	+	755
chrX	15790537	15790933	+	752
chrX	15791014	15799871	+	752
chrX	15799954	15803687	+	752
chrX	15803797	15804110	+	752
chrX	15804198	15808232	+	752
chrX	15808272	15809199	+	752
chrX	15809319	15815676	+	752
chrX	15815891	15818586	+	752
chrX	15818643	15820206	+	752
chrX	15820317	15822730	+	752
chrX	15827373	15828191	-	751
chrX	15827373	15845378	-	754
chrX	15828201	15845378	-	751
chrX	15845517	15845902	-	751,754
chrX	15846012	15852345	-	751,754
chrX	15852525	15854687	-	751,754
chrX	16124367	16150304	+	756
chrX	16150657	16152255	+	756
chrX	16167784	16170333	+	757
chrX	16589776	16590751	-	171,172,173
chrX	16590863	16609540	-	171,172,173
chrX	16609686	16617149	-	171,172,173
chrX	16617247	16620276	-	171,172,173
chrX	16620333	16639146	-	171,172,173
chrX	16639244	16667513	-	171,172,173
chrX	16650204	16650998	+	759
chrX	16651142	16654404	+	759
chrX	16667558	16667661	-	171,172,173
chrX	16667725	16670579	-	171,172,173
chrX	16670675	16678361	-	171,172,173
chrX	16678451	16683093	-	171,172,173
chrX	16683227	16689449	-	171,172,173
chrX	16689602	16691539	-	171,172,173
chrX	16691621	16693140	-	171,172,173
chrX	16693225	16693370	-	171,172,173
chrX	16693488	16698235	-	171,172,173
chrX	16698337	16698922	-	171,172,173
chrX	16699094	16702736	-	171,172,173
chrX	16702942	16711512	-	172
chrX	16702942	16712334	-	171
chrX	16702942	16712721	-	173
chrX	16719900	16735226	+	760
chrX	16719900	16735264	+	761
chrX	16735346	16736165	+	760,761
chrX	16736233	16741715	+	760,761
chrX	16741790	16743700	+	760,761
chrX	16743841	16754944	+	760,761
chrX	16755094	16756662	+	760,761
chrX	16756722	16757161	+	760,761
chrX	16757310	16760231	+	760,761
chrX	16786590	16818573	+	762
chrX	16786590	16828093	+	765
chrX	16818878	16820163	+	762
chrX	16820256	16828093	+	762
chrX	16828265	16829575	+	762,765
chrX	16829771	16832622	+	762,765
chrX	16832743	16834282	+	762,765
chrX	16834358	16837592	+	762,765
chrX	16837686	16839820	+	762,765
chrX	16839917	16841427	+	762,765
chrX	16845104	16845827	-	763,764
chrX	16845939	16849243	-	763,764
chrX	16849302	16852045	-	763,764
chrX	16852123	16852550	-	763,764
